NORMAL,APT,RECON,TRAFFIC_SPIKE,NR_MALWARE
0.40987718,1.9894875,2.8281462,0.3505468,0.91610175
2.0398848,0.25518823,2.6100953,2.0748417,0.44876507
1.6971567,2.1896145,2.9379437,0.23032412,1.2009372
0.6981247,2.0319498,2.5961456,1.8431629,0.8379057
1.8497279,0.50204456,2.9452944,1.5204524,0.94793
1.9551384,0.23231822,2.619052,0.23144282,1.325891
1.5825771,2.1935332,2.6144474,0.2048585,0.6851169
0.98656195,0.25090194,3.0106566,0.20085384,1.0605311
0.5884855,2.1573522,3.1138203,1.5631166,1.6980052
0.7042108,0.21402413,2.441158,1.8732451,0.9332736
1.1306225,0.40862608,2.6432357,0.2702106,0.22280762
0.84176785,2.1179528,2.4802861,1.6287252,1.5940944
1.8885678,0.250553,2.4459162,0.18808776,1.6979756
1.6388158,0.15876706,2.8542566,0.4236173,1.9762391
0.34937823,0.2053632,3.0753386,0.21151015,2.250659
0.6398293,1.990805,2.4442909,1.566434,0.88408506
1.175989,2.124965,2.8074715,0.24802025,2.020566
1.3287238,0.20684458,2.6513398,1.6190414,0.65039796
1.4032756,2.1089084,2.449746,0.23404598,0.9762654
1.3965313,2.0677412,2.455083,0.2527788,1.7798328
0.3261711,2.0772796,2.7542005,0.22900724,1.6794668
1.1182314,2.049254,2.4703753,1.6466647,1.107649
0.8771107,2.1914454,3.1925077,1.5092008,1.289275
2.1814513,2.090363,2.5301917,1.5973753,0.6693242
0.53251016,0.19837862,2.6968536,1.6829506,1.7741452
0.41284344,2.1214178,2.5073621,1.6817161,0.8980682
1.0682803,0.28572005,2.5984218,1.8798524,1.486586
0.9346162,2.186387,2.4552047,0.29161137,1.1815284
2.3305886,0.28150547,2.6822088,0.29810908,1.3049911
0.12654911,2.2082398,2.9761379,0.2012082,0.64810437
2.4349573,0.5314838,2.4627671,1.530477,1.3675878
0.15767162,2.114833,2.9726293,0.27677926,0.6251922
0.2667195,2.1539702,2.478294,0.24853349,0.6138106
1.3755333,2.1240923,2.5615013,1.8927999,0.5244513
0.28646678,2.1404083,2.7996361,0.3318146,0.5824467
0.5784473,0.19260126,2.8184686,1.6954434,2.2891862
2.2270153,0.23496287,2.531947,1.8220417,0.32198727
1.3765186,2.0959175,2.545604,1.9613196,1.4355614
0.60533196,2.0916474,2.7360156,1.5801517,1.4379525
0.4877389,2.0858266,2.5093498,2.050551,1.6038983
0.53240454,2.023284,2.6355157,1.4845821,1.4319632
0.89742297,0.45759088,2.9247472,0.13718568,1.9235429
1.2246344,2.0025685,2.451852,1.6700717,1.1322477
0.7226375,2.136752,2.439926,1.8146766,0.43180054
1.3381664,0.2573323,2.4720776,0.3320714,0.49891835
0.7707776,2.1547625,2.8835678,1.668626,0.7812327
0.44105965,0.24577211,2.4518206,0.1370903,0.3032552
1.0703847,0.28566635,3.1144407,1.8013214,0.26973677
2.7215781,2.1525302,2.4809594,0.31342337,0.52687186
1.1029347,2.013312,2.4992063,1.6331906,0.8867451
0.568309,1.9956818,2.4513152,0.2545747,1.0432621
1.2136229,1.9669797,2.4422927,0.18948038,1.3910252
2.081425,2.065841,2.5111303,0.15495774,1.0598956
0.33507204,0.22206467,2.513905,0.18248168,1.559409
1.2014748,2.1174712,2.6977534,1.8944434,0.6343813
0.97572654,2.0921283,2.5035503,1.8998425,0.41028368
1.5232936,0.49458498,2.4587412,0.35055092,1.2483733
1.4588128,2.215134,2.8533654,1.6725367,2.2334769
1.3759048,0.31677464,2.4527404,0.12889911,1.656369
2.2473395,0.29665115,2.7176378,1.4099506,0.5054003
2.2566485,0.18834768,2.5766554,0.13568489,0.38046113
0.8327516,2.1273699,2.8112764,2.0115604,1.174921
1.2979684,2.1002507,2.4884076,1.5567001,0.5462024
2.198354,0.40972683,2.647281,0.27075043,1.4640058
2.4546118,0.21005943,2.6825104,1.5250772,1.3802902
1.309796,0.3357052,2.463548,0.18095341,0.5958375
1.5601588,0.45210987,3.0409582,1.865163,1.5170885
1.3082443,2.00061,2.5344844,0.29097182,0.9710253
1.2046355,0.30912668,2.8663378,1.5866661,0.5462938
1.4527371,0.4306513,2.4483218,1.4882472,0.2054259
0.4409135,1.9703377,2.77737,1.7177321,1.608857
2.6454031,0.3164114,2.6946404,1.6526893,1.1069906
1.1889393,2.0909393,2.5841994,1.6678503,0.37860993
2.385268,0.44095188,2.7993505,0.25252944,0.81050986
1.9083353,2.0757487,2.519428,1.7938075,2.2788942
1.6258382,2.1403208,2.6853826,0.26393726,1.9338536
2.3621192,2.1671584,2.477185,1.5955356,1.1633772
1.7982577,2.1306956,2.4597452,1.858812,1.1325252
1.0112112,0.35396793,2.9294713,0.17604753,1.3562542
1.0234257,0.19818164,2.8358114,0.32361087,1.7624714
2.3950098,0.2005387,2.9329326,0.1745824,1.4555125
1.3431523,0.5714813,3.0859122,0.17780325,1.6323732
0.8168764,2.1867023,2.6636217,1.7720276,1.0661378
1.3015972,1.9885556,2.4639616,0.1768853,1.3167168
0.78254724,2.1331427,2.5897777,1.6445895,1.5221876
1.3875978,0.29744378,2.4785438,0.29443562,0.8586532
2.0952902,0.2856325,2.4352179,1.7101597,0.8958121
2.0080972,0.25402558,2.5172763,1.8270135,1.3865876
0.9084161,2.0846534,2.9628403,1.6731262,0.58203804
1.5754287,2.0994096,2.4361,0.19095281,0.45607603
2.3863626,2.0964134,2.4421384,1.7984146,1.0313525
1.2407181,2.2052646,2.9118195,0.2640807,1.5228783
0.07827379,0.22096199,2.4608607,0.38766137,0.39511153
1.1389543,2.104474,3.018636,1.9665812,0.25475463
1.676111,2.028215,2.4540677,0.2323211,2.061151
1.5243574,2.0657675,2.9421327,1.7372605,1.695946
1.4561797,0.29387262,2.539678,1.9126569,1.1166539
2.380772,0.29185483,2.4584105,1.6023481,2.1798885
0.7346762,2.1719778,2.6169803,1.6098068,1.1807435
0.109542854,2.1164303,2.5156238,0.19568239,1.3142312
1.4448901,0.29458666,2.6594956,0.17849937,0.42624328
0.6821645,0.17720436,3.0988898,0.28340358,1.5553763
0.3384624,0.4293609,2.64004,0.3332284,1.4467709
0.3577432,1.9740461,2.4482744,1.4828843,1.1708374
0.60986304,2.123983,2.4500291,0.3842978,2.126095
0.43288812,0.20814416,2.4600573,1.5394772,0.331804
0.8728739,2.114391,2.4376938,0.19499691,1.0527942
0.25076956,2.0677278,2.520344,0.15600209,1.6804281
1.3926549,2.0716531,2.6268437,1.6301625,1.2340238
0.6833586,2.204146,2.6614735,1.8057313,1.1621677
1.462724,1.9583306,2.629903,0.23606078,1.1177617
1.4401397,2.1515603,3.2208774,1.5896668,0.9571219
0.38104525,0.22020607,2.956816,1.9323714,1.3441058
1.2757032,0.25217408,2.478751,1.4019902,1.8140372
0.6754113,1.9981251,2.4386153,0.15589732,0.9593241
1.4876348,2.071589,2.4380553,0.3236385,0.62276185
0.24611552,0.4865986,3.212776,0.2701513,1.5266751
1.1800816,0.29880047,3.1244748,2.0119812,1.6999248
0.9161826,2.2006483,2.680738,0.26143992,0.49580908
2.4079072,2.0939286,2.6853676,0.25485536,0.59645486
1.2113049,1.9659793,2.4436517,0.21504736,0.5362249
0.57428914,2.2840466,2.464978,1.5290227,0.86612046
0.61404115,2.1592119,2.9557257,0.16905819,0.96457213
1.3099488,0.43708226,2.4477236,0.2452876,0.67258775
1.5593021,0.2504846,2.8522313,0.35010752,2.0676358
2.1366396,0.2638345,2.4428356,1.7456362,1.124853
2.040958,0.393319,2.4489849,0.2722649,1.6377492
0.7523325,0.24034761,2.4494863,0.12827818,1.809934
1.6314101,0.3349684,3.0007646,0.27240783,1.2576547
0.47324774,2.1413026,2.4982374,0.28056735,1.4059776
0.4632962,2.1120374,2.49574,0.28459942,0.49323
1.9685551,2.2788265,2.4337702,0.33797696,0.9163144
0.19606249,2.1152618,2.9541464,1.5258657,2.2989879
1.58483,2.1317966,2.7146897,0.25986466,1.5521759
1.6110448,2.1022968,2.440015,0.27167907,1.039662
1.2971591,0.1942511,2.4600651,1.6662071,1.1814972
1.5498892,0.22085674,2.7264557,0.24147564,1.0285605
2.023804,2.122631,3.0430734,0.1595353,0.42008397
2.0007691,2.135888,2.4471273,0.39168796,0.66709006
1.7073476,0.4682619,3.2140605,0.23637548,0.3430472
1.3295182,2.132764,2.4502454,1.8940568,0.7010077
1.919336,2.104963,2.4907808,1.7288094,0.5241225
1.6652428,2.0642772,2.5851812,0.21210265,0.64084905
0.54824626,2.2529552,2.7501385,2.0276828,1.3272494
0.27147678,0.2841831,2.747487,1.6407889,1.8739262
2.7991078,0.3640035,2.5374727,1.8084469,1.4985363
1.797511,0.1916673,2.4417636,1.8436809,0.656407
0.7616518,1.9695268,2.5839233,1.8595557,0.5024377
1.939452,0.36377177,2.5411563,0.21706884,2.485362
1.5903181,0.44379854,2.767095,0.20162396,0.2492589
1.3681642,0.33933455,2.6750703,0.22662455,0.7734913
0.9215392,0.43544492,2.5690663,1.9298247,0.49506453
1.0171589,0.2099208,2.5057638,1.8645173,0.62913126
1.8161588,0.25684297,2.4427702,1.9410549,1.0080731
1.941793,0.18950714,3.0878608,1.9490801,1.8509549
0.9915302,2.10427,2.6002574,1.9533299,0.72289836
1.3160747,2.0492713,2.9700327,1.5582192,0.22987081
1.7048872,0.22231266,2.7574732,1.7090089,0.6934292
1.2250613,0.15584053,2.6796956,0.20636104,0.39325157
1.8152537,2.1146076,2.4556842,0.2922858,0.66126025
1.3570162,0.2576271,2.939367,0.3356063,1.6962552
1.3327996,0.35949966,2.444953,1.4918522,1.5609614
0.64391494,0.32589146,2.576912,1.6060443,0.4597907
0.899129,2.05578,2.6378212,0.24627535,2.1574974
1.4898341,2.1062143,2.55634,0.29707703,0.3687138
2.0914779,2.1297863,2.4973898,1.8755819,1.6849345
1.8592898,2.0856984,2.7206395,1.7790467,1.0634784
0.84266865,0.30352893,2.856893,1.9213115,1.0941924
1.9086633,2.0886447,2.4422863,0.24018662,1.012154
2.2583456,2.044892,2.4461522,0.234105,1.158794
2.0677965,2.0704236,2.9822965,1.9876803,1.6356454
0.47393408,2.0918043,3.2061467,1.5890203,1.9578258
1.7905608,0.31617454,2.6419492,1.5398611,0.90838206
1.6222373,0.5155461,3.2359324,2.1178858,0.6622571
1.7388519,2.2129443,2.5160916,0.14868884,0.7592923
0.42909285,0.24385732,3.1948996,0.40016735,0.35579452
1.1937982,0.23129803,2.5286572,1.8383933,1.5724945
1.5289409,2.0706067,2.4434392,1.6529973,1.5056232
1.4985104,0.20022641,2.6936646,1.528585,2.3136358
1.0488169,2.238771,2.745002,0.1980073,1.3283561
1.1877512,0.27098468,2.582526,1.5284921,1.3331276
0.580066,2.0635214,2.4677997,1.6851964,2.0893576
1.1844996,1.8981196,2.4821782,1.5367393,1.4056664
1.750333,0.60532016,2.4468186,1.9336094,0.2361696
0.81611055,2.0632005,3.146226,0.29913527,1.2015117
2.1524985,0.4704006,2.5990965,1.5797402,1.4331228
1.6907667,0.30392504,2.4620748,1.6393445,1.4196404
1.6551127,0.25577188,2.4487355,0.34730858,0.4999568
1.3552774,2.0400708,2.5287497,1.8884572,1.6045874
1.8296101,2.0738165,2.6062393,0.27614465,0.3951416
1.249482,2.0690582,2.660999,1.6509193,1.686477
2.1780722,2.0804873,2.461422,0.3740301,2.1600912
2.2556927,0.2272787,2.467821,0.19683531,0.3728305
0.5198541,2.1223292,2.4852343,1.440702,1.038603
1.553364,2.1692224,2.4470377,1.4243063,1.1683358
2.1415453,2.0128489,2.7784166,0.26188955,1.5326004
1.1253436,2.0803368,2.4488208,1.7574543,1.2530441
3.0391514,0.2302926,2.8230855,1.9141059,1.1851698
1.8654193,2.054225,2.5977733,1.8189493,1.1236788
1.4322741,2.0874753,2.5913162,1.5603262,1.9238008
2.8367522,2.2196908,2.6475954,0.2004486,0.77616745
0.85668176,2.1717706,2.4636874,1.5716903,0.98863536
1.8129919,0.35204488,3.116838,0.23661181,0.5065686
2.623786,2.033231,2.460128,0.3601388,1.5461538
1.0521415,0.30040258,2.8409398,0.27007276,1.1827003
1.9006613,1.9303739,3.2117376,1.9205598,1.4212378
1.9004102,2.1237938,2.9145937,1.8279825,0.5811653
1.4435964,0.19408342,2.4419372,1.7900583,1.3919396
0.55371433,2.0104575,2.7105458,1.833123,1.4041935
2.0380244,0.2994051,2.9082956,1.7078888,1.6542681
0.67238575,0.32986158,2.4449615,0.24391876,1.9048785
0.7400023,2.0574372,2.9265647,1.8664688,0.61887234
1.1351551,0.4261783,2.83344,1.772828,0.81157565
0.30787775,0.39865997,2.4516287,2.0829756,0.42156103
2.5011332,2.136966,2.4667041,1.9943011,0.7902014
2.2068343,0.45784366,2.4542382,1.8371711,0.4432847
1.6009153,0.29219887,2.4491293,0.21157826,1.6300446
1.7513931,0.33810085,2.4426422,1.8274381,1.0861
1.1813229,0.24718904,2.4435022,1.7127705,1.1514127
2.3144746,2.1035936,2.4465845,0.2949511,0.4567099
1.7558423,0.15175126,3.2448778,1.5189956,2.2482467
1.1052107,0.18198432,2.4591594,1.9994103,2.2675614
1.0942227,0.1854659,3.0417993,1.717953,1.6508003
0.999157,2.1187263,2.5438368,1.531803,0.8964908
1.8652321,1.9970741,2.4616218,1.8593088,2.6786401
1.9731756,2.0204823,2.4449,1.7913339,1.1323981
0.76013815,2.088695,2.4503021,0.33774444,1.4243858
0.6107242,2.1676614,2.9782064,0.18094543,1.0547233
1.0452172,2.1451144,3.2140205,0.39857778,1.4873551
1.430616,2.2166452,2.8874757,1.441053,0.6428281
1.4931979,0.379845,2.5143766,0.40501788,0.7386597
0.12502974,0.42753637,2.9121978,1.8351444,1.3228891
1.9314418,0.43666396,2.463605,1.759685,0.5737132
1.0372401,0.20249288,2.703349,1.9830384,1.2853439
1.6114981,2.101218,2.4773242,0.27674708,2.0602605
0.76240295,2.057191,3.028622,1.778769,0.9030322
1.6327184,2.1539223,2.4441075,1.6957036,1.892636
1.689439,0.25873184,2.4523232,1.6581265,0.9454516
1.248878,2.0763788,2.5113428,1.6799523,0.81716365
1.4545386,0.44597182,2.4634733,1.6502932,0.48165923
1.9075752,0.30817538,2.7113817,0.1805925,0.61205876
0.8998443,0.4423341,2.464662,0.2856856,0.4042107
1.9494882,0.2575034,3.1247797,1.5777264,1.7970768
2.0638304,2.1515167,2.5456088,0.1975315,1.515453
1.1539879,0.5539772,2.4356415,0.31753424,0.67850083
0.83685946,2.1597376,2.5190225,0.20132521,0.97572726
3.1844773,2.2404463,2.8633177,1.7028412,0.86508125
1.421708,2.087491,2.452511,0.17965613,1.7457641
1.6740516,2.027223,2.6545057,1.749765,0.5359066
0.95721406,1.9855689,2.5715382,0.39251715,0.7171852
1.8476503,0.22039615,2.4447126,1.8398919,0.40066442
2.3291762,0.23908788,2.4355435,0.2581285,0.8566069
0.23838137,2.0722044,2.5089128,0.2125955,1.4738768
1.0761373,0.20488591,3.155182,0.26975057,1.8042543
0.91186124,0.28658065,2.4327435,1.4993907,1.4553927
1.125946,0.20770511,3.1170175,1.7239478,1.3218032
0.7026792,0.18276653,2.4413857,0.18891199,0.5285419
0.8253253,0.15703167,2.742812,1.5820632,0.65006655
0.4116716,2.034387,2.5350144,0.21658908,0.83177906
2.2632024,2.1439924,2.4639893,2.0345137,1.9139862
1.5324283,0.34402716,2.4554706,1.5402505,0.5022775
0.6361202,0.46358776,2.4408438,0.20023768,1.9400823
1.676008,0.39857736,3.0292494,0.15980779,0.26038605
1.2262397,2.01457,2.605777,1.6248308,1.6975573
1.607902,1.9977273,2.42913,0.2647257,0.63418216
1.5248247,2.1783853,2.8857985,0.21812323,2.5083323
0.7573569,2.0692213,2.6465058,0.24916619,2.1559906
0.7328404,0.19064233,2.4454672,1.6913956,0.6353889
1.4068753,0.39122015,2.5606577,0.3251445,1.4806958
0.44144374,0.4494828,2.4414427,0.1965135,1.015002
1.04579,0.35255328,2.4460886,1.8053504,0.5761126
0.7979069,2.1492445,2.4483716,1.5251389,1.0429084
0.38527405,2.0988219,2.4805162,0.24313113,1.440134
1.7552645,0.39230192,3.2024398,1.7007831,0.71650136
1.3634919,0.3433588,2.462678,1.4349297,2.0684972
0.9199021,2.255192,3.0265799,1.5515243,1.8017862
0.7750196,2.1732593,2.472131,1.5465944,1.5595876
0.5215533,2.0488021,2.5577447,0.21499726,0.62533563
1.9750762,0.34518895,2.8509865,0.32005662,0.5877007
1.2467238,0.17758325,3.242368,1.5550736,0.59229064
1.187458,0.49285987,3.0327544,1.8488394,0.5478259
1.8660787,1.9477389,2.4877806,0.37079266,0.7366459
1.9336164,2.1141999,2.5412803,0.22755146,1.8878094
1.888981,0.26559278,2.806088,1.5150795,0.43997338
0.6911289,2.1596236,2.4437957,1.7825536,1.1964803
2.076007,0.33940965,2.4522035,0.1540118,1.2843347
1.1370394,0.20734902,2.4474158,1.5920422,0.5407041
2.0213804,2.088692,2.4470074,0.22996785,1.7975789
0.92772126,0.2599074,2.4387915,0.22723961,1.3372912
1.7308159,2.09623,2.4770143,0.3439899,1.5187956
1.1469617,0.35414255,2.6654937,0.36343098,0.9795019
2.8466878,0.19776858,3.1326163,0.26338014,1.4216084
0.45555228,2.137778,2.7281313,1.8547263,1.4640602
1.6714962,2.1284506,2.4612398,0.21197233,2.1436262
1.5976243,0.42543438,2.4771588,1.5706935,1.874532
1.2855364,2.1848516,2.4908533,1.7698677,1.00848
1.443646,0.3384036,2.7665112,0.19804999,1.2324669
1.241729,0.2116735,3.1509047,1.7275494,1.7458081
0.8243503,2.1966562,2.6642773,0.2695448,0.46505845
1.7820538,0.29836008,2.537412,1.9461812,1.1123986
1.7037044,2.177975,2.455699,0.18134446,1.6152788
1.5192167,0.37793723,2.4420352,1.9677271,0.3761079
0.7009113,0.1731687,2.8691971,1.5541431,1.8653408
0.86002785,0.46083885,2.720273,0.28914914,2.118594
1.5777915,2.211117,2.437009,0.16263704,0.8714995
1.2014443,0.2910569,2.457644,0.2082308,0.61402047
1.0144638,2.055668,2.5155137,0.17574929,1.3929908
2.2981567,2.2039046,2.4351494,0.40194365,0.59906614
1.3372718,0.16228682,2.750829,1.6039321,0.30131963
1.7014651,0.345781,2.7959783,2.1342707,1.2801356
2.0993195,0.29913774,2.50698,0.25975156,0.21910281
1.4568983,0.19415095,3.1000404,1.9487362,0.3697939
0.75554365,2.0098855,2.5381393,0.16836797,1.0658506
